Order ID,Order Date,Ship Date,Customer ID,Product ID,Geography Key,Sales,Quantity,Discount,Profit,Shipping Days,Is Returned,Order Date Key,Ship Date Key
ORD-2024-10353,2024-09-19,2024-09-23,CUST-0074,PROD-0002,GEO-0005,854.05,1,0.05,330.33,4,0,20240919,20240923
ORD-2024-10667,2024-09-19,2024-09-20,CUST-0129,PROD-0002,GEO-0018,1618.2,2,0.1,564.3,1,0,20240919,20240920
ORD-2024-10828,2024-09-19,2024-09-24,CUST-0156,PROD-0026,GEO-0018,424.15,1,0.15,140.9,5,0,20240919,20240924
ORD-2024-11420,2024-09-19,2024-09-22,CUST-0270,PROD-0049,GEO-0023,41.8,2,0.05,15.76,3,0,20240919,20240922
ORD-2024-14036,2024-09-19,2024-09-23,CUST-0756,PROD-0017,GEO-0015,559.2,1,0.2,173.83,4,0,20240919,20240923
ORD-2024-10905,2024-09-20,2024-09-24,CUST-0166,PROD-0001,GEO-0020,2397.0,3,0.0,1026.38,4,0,20240920,20240924
ORD-2024-10985,2024-09-20,2024-09-21,CUST-0182,PROD-0058,GEO-0018,58.0,2,0.0,27.44,1,0,20240920,20240921
ORD-2024-11717,2024-09-20,2024-09-24,CUST-0324,PROD-0007,GEO-0017,799.2,1,0.2,214.89,4,0,20240920,20240924
ORD-2024-12925,2024-09-20,2024-09-27,CUST-0534,PROD-0043,GEO-0026,118.0,2,0.0,58.6,7,0,20240920,20240927
ORD-2024-13124,2024-09-20,2024-09-22,CUST-0578,PROD-0049,GEO-0005,41.8,2,0.05,19.06,2,0,20240920,20240922
ORD-2024-10951,2024-09-21,2024-09-23,CUST-0174,PROD-0047,GEO-0017,50.4,3,0.3,12.58,2,0,20240921,20240923
ORD-2024-12200,2024-09-21,2024-09-23,CUST-0407,PROD-0038,GEO-0032,897.75,5,0.05,391.07,2,0,20240921,20240923
ORD-2024-12240,2024-09-21,2024-09-25,CUST-0414,PROD-0041,GEO-0018,66.3,2,0.15,28.01,4,0,20240921,20240925
ORD-2024-12478,2024-09-21,2024-09-23,CUST-0456,PROD-0033,GEO-0032,760.5,5,0.1,302.9,2,0,20240921,20240923
ORD-2024-14072,2024-09-21,2024-09-23,CUST-0761,PROD-0052,GEO-0018,38.0,2,0.0,17.66,2,1,20240921,20240923
ORD-2024-10109,2024-09-22,2024-09-25,CUST-0025,PROD-0053,GEO-0008,34.2,3,0.05,6.44,3,0,20240922,20240925
ORD-2024-11136,2024-09-22,2024-09-26,CUST-0209,PROD-0015,GEO-0027,84.55,1,0.05,42.98,4,0,20240922,20240926
ORD-2024-10386,2024-09-23,2024-09-26,CUST-0081,PROD-0029,GEO-0002,382.8,2,0.4,10.95,3,0,20240923,20240926
ORD-2024-10913,2024-09-23,2024-09-25,CUST-0168,PROD-0030,GEO-0012,229.0,1,0.0,112.11,2,0,20240923,20240925
ORD-2024-11486,2024-09-23,2024-09-28,CUST-0282,PROD-0038,GEO-0030,160.65,1,0.15,62.48,5,0,20240923,20240928
ORD-2024-12879,2024-09-24,2024-09-27,CUST-0522,PROD-0045,GEO-0027,209.0,2,0.05,108.05,3,0,20240924,20240927
ORD-2024-14255,2024-09-24,2024-09-28,CUST-0805,PROD-0052,GEO-0030,22.8,2,0.4,2.46,4,0,20240924,20240928
ORD-2024-10574,2024-09-25,2024-09-27,CUST-0112,PROD-0009,GEO-0032,439.2,1,0.2,115.96,2,0,20240925,20240927
ORD-2024-12867,2024-09-26,2024-10-01,CUST-0519,PROD-0051,GEO-0019,10.8,1,0.4,-1.71,5,0,20240926,20241001
ORD-2024-12946,2024-09-26,2024-09-29,CUST-0539,PROD-0020,GEO-0025,349.0,1,0.0,182.26,3,1,20240926,20240929
ORD-2024-13498,2024-09-26,2024-09-28,CUST-0643,PROD-0011,GEO-0027,367.65,3,0.05,218.0,2,0,20240926,20240928
ORD-2024-12667,2024-09-27,2024-09-29,CUST-0487,PROD-0031,GEO-0021,94.05,1,0.05,43.84,2,0,20240927,20240929
ORD-2024-13134,2024-09-27,2024-09-29,CUST-0581,PROD-0025,GEO-0018,1654.95,3,0.15,505.82,2,0,20240927,20240929
ORD-2024-13171,2024-09-27,2024-09-30,CUST-0587,PROD-0004,GEO-0026,2088.1,2,0.05,714.96,3,0,20240927,20240930
ORD-2024-13480,2024-09-27,2024-10-02,CUST-0641,PROD-0010,GEO-0011,3912.3,3,0.1,1347.07,5,0,20240927,20241002
ORD-2024-12571,2024-09-28,2024-10-01,CUST-0468,PROD-0014,GEO-0002,149.0,1,0.0,87.23,3,0,20240928,20241001
ORD-2024-13214,2024-09-28,2024-09-30,CUST-0595,PROD-0026,GEO-0013,449.1,1,0.1,162.48,2,0,20240928,20240930
ORD-2024-13311,2024-09-29,2024-10-01,CUST-0611,PROD-0006,GEO-0007,1299.0,1,0.0,543.98,2,0,20240929,20241001
ORD-2024-11100,2024-09-30,2024-10-02,CUST-0203,PROD-0026,GEO-0030,424.15,1,0.15,139.78,2,0,20240930,20241002
ORD-2024-12258,2024-09-30,2024-10-04,CUST-0417,PROD-0022,GEO-0023,175.2,1,0.2,75.35,4,0,20240930,20241004
ORD-2024-10221,2024-10-01,2024-10-06,CUST-0049,PROD-0003,GEO-0013,379.05,1,0.05,155.99,5,1,20241001,20241006
ORD-2024-11621,2024-10-01,2024-10-02,CUST-0310,PROD-0047,GEO-0029,38.4,2,0.2,6.49,1,0,20241001,20241002
ORD-2024-11690,2024-10-01,2024-10-05,CUST-0319,PROD-0040,GEO-0009,234.6,4,0.15,109.09,4,0,20241001,20241005
ORD-2024-12100,2024-10-01,2024-10-03,CUST-0394,PROD-0048,GEO-0030,26.6,1,0.05,10.09,2,0,20241001,20241003
ORD-2024-13423,2024-10-01,2024-10-02,CUST-0630,PROD-0043,GEO-0003,59.0,1,0.0,29.75,1,0,20241001,20241002
ORD-2024-14370,2024-10-01,2024-10-03,CUST-0832,PROD-0012,GEO-0002,59.0,1,0.0,37.46,2,0,20241001,20241003
ORD-2024-11229,2024-10-02,2024-10-03,CUST-0231,PROD-0050,GEO-0016,79.8,2,0.05,37.26,1,0,20241002,20241003
ORD-2024-11390,2024-10-02,2024-10-03,CUST-0261,PROD-0002,GEO-0016,2562.15,3,0.05,985.65,1,0,20241002,20241003
ORD-2024-11609,2024-10-02,2024-10-05,CUST-0309,PROD-0041,GEO-0005,111.15,3,0.05,54.89,3,0,20241002,20241005
ORD-2024-13062,2024-10-02,2024-10-03,CUST-0566,PROD-0030,GEO-0022,458.0,2,0.0,225.53,1,0,20241002,20241003
ORD-2024-13140,2024-10-02,2024-10-04,CUST-0582,PROD-0026,GEO-0009,848.3,2,0.15,275.97,2,0,20241002,20241004
ORD-2024-13579,2024-10-02,2024-10-03,CUST-0660,PROD-0034,GEO-0005,61.75,1,0.05,31.76,1,0,20241002,20241003
ORD-2024-14105,2024-10-02,2024-10-06,CUST-0766,PROD-0013,GEO-0028,69.0,1,0.0,42.41,4,0,20241002,20241006
ORD-2024-14184,2024-10-02,2024-10-04,CUST-0786,PROD-0035,GEO-0013,225.0,3,0.0,119.73,2,0,20241002,20241004
ORD-2024-10071,2024-10-03,2024-10-05,CUST-0016,PROD-0036,GEO-0002,245.0,5,0.0,129.6,2,1,20241003,20241005
ORD-2024-10901,2024-10-03,2024-10-06,CUST-0165,PROD-0012,GEO-0002,59.0,1,0.0,37.07,3,0,20241003,20241006
ORD-2024-11771,2024-10-03,2024-10-07,CUST-0334,PROD-0047,GEO-0032,22.8,1,0.05,10.01,4,0,20241003,20241007
ORD-2024-12128,2024-10-03,2024-10-04,CUST-0397,PROD-0012,GEO-0016,59.0,1,0.0,35.99,1,0,20241003,20241004
ORD-2024-12969,2024-10-03,2024-10-08,CUST-0546,PROD-0002,GEO-0004,1798.0,2,0.0,749.24,5,0,20241003,20241008
ORD-2024-10990,2024-10-04,2024-10-05,CUST-0184,PROD-0053,GEO-0022,21.6,2,0.1,7.27,1,0,20241004,20241005
ORD-2024-13304,2024-10-04,2024-10-06,CUST-0609,PROD-0008,GEO-0014,3418.2,2,0.1,1210.46,2,0,20241004,20241006
ORD-2024-10734,2024-10-05,2024-10-07,CUST-0141,PROD-0022,GEO-0018,876.0,4,0.0,480.73,2,0,20241005,20241007
ORD-2024-12284,2024-10-05,2024-10-08,CUST-0420,PROD-0039,GEO-0017,81.6,3,0.15,35.99,3,0,20241005,20241008
ORD-2024-13499,2024-10-05,2024-10-07,CUST-0643,PROD-0058,GEO-0027,26.1,1,0.1,9.65,2,0,20241005,20241007
ORD-2024-10366,2024-10-06,2024-10-08,CUST-0077,PROD-0048,GEO-0028,26.6,1,0.05,11.91,2,0,20241006,20241008
ORD-2024-10538,2024-10-06,2024-10-08,CUST-0105,PROD-0047,GEO-0018,48.0,2,0.0,21.96,2,0,20241006,20241008
ORD-2024-11488,2024-10-06,2024-10-09,CUST-0282,PROD-0051,GEO-0030,18.0,1,0.0,7.27,3,0,20241006,20241009
ORD-2024-12390,2024-10-06,2024-10-09,CUST-0436,PROD-0039,GEO-0026,102.4,4,0.2,35.03,3,0,20241006,20241009
ORD-2024-12683,2024-10-06,2024-10-09,CUST-0490,PROD-0023,GEO-0013,348.6,2,0.3,100.67,3,1,20241006,20241009
ORD-2024-10728,2024-10-07,2024-10-11,CUST-0140,PROD-0022,GEO-0006,197.1,1,0.1,95.46,4,0,20241007,20241011
ORD-2024-12290,2024-10-07,2024-10-11,CUST-0421,PROD-0007,GEO-0023,999.0,1,0.0,414.08,4,0,20241007,20241011
ORD-2024-12362,2024-10-07,2024-10-09,CUST-0432,PROD-0047,GEO-0006,24.0,1,0.0,9.28,2,0,20241007,20241009
ORD-2024-13758,2024-10-07,2024-10-11,CUST-0697,PROD-0003,GEO-0020,798.0,2,0.0,347.16,4,0,20241007,20241011
ORD-2024-14450,2024-10-07,2024-10-09,CUST-0848,PROD-0047,GEO-0001,24.0,1,0.0,9.96,2,0,20241007,20241009
ORD-2024-11032,2024-10-08,2024-10-10,CUST-0192,PROD-0020,GEO-0002,209.4,1,0.4,45.05,2,1,20241008,20241010
ORD-2024-13369,2024-10-08,2024-10-11,CUST-0622,PROD-0058,GEO-0021,29.0,1,0.0,11.54,3,0,20241008,20241011
ORD-2024-13922,2024-10-08,2024-10-11,CUST-0735,PROD-0019,GEO-0012,329.0,1,0.0,142.56,3,0,20241008,20241011
ORD-2024-14268,2024-10-08,2024-10-11,CUST-0809,PROD-0046,GEO-0012,34.0,1,0.0,14.75,3,0,20241008,20241011
ORD-2024-10910,2024-10-09,2024-10-14,CUST-0167,PROD-0005,GEO-0019,855.0,1,0.1,250.34,5,0,20241009,20241014
ORD-2024-12316,2024-10-09,2024-10-11,CUST-0424,PROD-0011,GEO-0014,387.0,3,0.0,237.51,2,0,20241009,20241011
ORD-2024-13809,2024-10-09,2024-10-11,CUST-0709,PROD-0007,GEO-0006,1998.0,2,0.0,824.91,2,0,20241009,20241011
ORD-2024-13999,2024-10-09,2024-10-11,CUST-0749,PROD-0031,GEO-0004,84.15,1,0.15,33.63,2,1,20241009,20241011
ORD-2024-10670,2024-10-10,2024-10-17,CUST-0129,PROD-0032,GEO-0018,478.5,3,0.5,-11.96,7,0,20241010,20241017
ORD-2024-12292,2024-10-10,2024-10-13,CUST-0421,PROD-0026,GEO-0023,1397.2,4,0.3,262.62,3,0,20241010,20241013
ORD-2024-13986,2024-10-10,2024-10-15,CUST-0747,PROD-0017,GEO-0022,1328.1,2,0.05,555.94,5,0,20241010,20241015
ORD-2024-12047,2024-10-11,2024-10-16,CUST-0384,PROD-0041,GEO-0001,37.05,1,0.05,17.21,5,0,20241011,20241016
ORD-2024-12230,2024-10-12,2024-10-13,CUST-0412,PROD-0028,GEO-0028,2716.6,4,0.15,890.18,1,0,20241012,20241013
ORD-2024-12682,2024-10-12,2024-10-14,CUST-0490,PROD-0015,GEO-0013,80.1,1,0.1,40.3,2,0,20241012,20241014
ORD-2024-13190,2024-10-12,2024-10-15,CUST-0590,PROD-0010,GEO-0023,1449.0,1,0.0,593.69,3,0,20241012,20241015
ORD-2024-10764,2024-10-13,2024-10-15,CUST-0146,PROD-0008,GEO-0006,3798.0,2,0.0,1584.34,2,0,20241013,20241015
ORD-2024-12299,2024-10-13,2024-10-14,CUST-0423,PROD-0035,GEO-0017,71.25,1,0.05,34.88,1,0,20241013,20241014
ORD-2024-13713,2024-10-13,2024-10-19,CUST-0690,PROD-0034,GEO-0020,65.0,1,0.0,33.74,6,0,20241013,20241019
ORD-2024-10697,2024-10-14,2024-10-16,CUST-0135,PROD-0051,GEO-0015,54.0,3,0.0,15.37,2,1,20241014,20241016
ORD-2024-11471,2024-10-14,2024-10-16,CUST-0278,PROD-0017,GEO-0004,664.05,1,0.05,279.61,2,0,20241014,20241016
ORD-2024-11616,2024-10-14,2024-10-17,CUST-0309,PROD-0038,GEO-0005,378.0,2,0.0,179.06,3,0,20241014,20241017
ORD-2024-11869,2024-10-14,2024-10-18,CUST-0351,PROD-0029,GEO-0011,382.8,2,0.4,16.65,4,0,20241014,20241018
ORD-2024-12029,2024-10-14,2024-10-20,CUST-0383,PROD-0032,GEO-0015,542.3,2,0.15,212.1,6,0,20241014,20241020
ORD-2024-13504,2024-10-14,2024-10-16,CUST-0643,PROD-0004,GEO-0027,1978.2,2,0.1,609.46,2,0,20241014,20241016
ORD-2024-10195,2024-10-15,2024-10-18,CUST-0043,PROD-0037,GEO-0021,126.0,1,0.4,29.76,3,0,20241015,20241018
ORD-2024-12357,2024-10-15,2024-10-17,CUST-0431,PROD-0040,GEO-0013,65.55,1,0.05,31.26,2,0,20241015,20241017
ORD-2024-12499,2024-10-15,2024-10-17,CUST-0458,PROD-0059,GEO-0026,11.0,1,0.0,0.65,2,0,20241015,20241017
ORD-2024-13654,2024-10-16,2024-10-19,CUST-0676,PROD-0040,GEO-0004,27.6,1,0.6,-5.24,3,0,20241016,20241019
ORD-2024-13715,2024-10-16,2024-10-19,CUST-0691,PROD-0039,GEO-0024,32.0,1,0.0,15.17,3,0,20241016,20241019
ORD-2024-14367,2024-10-16,2024-10-18,CUST-0831,PROD-0041,GEO-0017,35.1,1,0.1,13.46,2,0,20241016,20241018
ORD-2024-10484,2024-10-17,2024-10-19,CUST-0095,PROD-0051,GEO-0017,51.3,3,0.05,12.57,2,0,20241017,20241019
ORD-2024-11189,2024-10-17,2024-10-22,CUST-0227,PROD-0052,GEO-0015,13.3,1,0.3,0.94,5,0,20241017,20241022
ORD-2024-11575,2024-10-17,2024-10-18,CUST-0303,PROD-0037,GEO-0027,189.0,1,0.1,94.17,1,0,20241017,20241018
ORD-2024-13937,2024-10-17,2024-10-20,CUST-0737,PROD-0009,GEO-0025,1866.6,4,0.15,565.77,3,0,20241017,20241020
ORD-2024-11957,2024-10-18,2024-10-21,CUST-0369,PROD-0038,GEO-0020,113.4,1,0.4,11.57,3,0,20241018,20241021
ORD-2024-12656,2024-10-18,2024-10-19,CUST-0485,PROD-0048,GEO-0001,75.6,3,0.1,26.57,1,0,20241018,20241019
ORD-2024-13046,2024-10-18,2024-10-21,CUST-0562,PROD-0015,GEO-0003,267.0,3,0.0,141.6,3,0,20241018,20241021
ORD-2024-10044,2024-10-19,2024-10-20,CUST-0009,PROD-0034,GEO-0032,52.0,1,0.2,22.07,1,0,20241019,20241020
ORD-2024-10219,2024-10-19,2024-10-21,CUST-0049,PROD-0047,GEO-0013,24.0,1,0.0,8.77,2,0,20241019,20241021
ORD-2024-11228,2024-10-19,2024-10-25,CUST-0231,PROD-0007,GEO-0016,999.0,1,0.0,412.76,6,0,20241019,20241025
ORD-2024-12907,2024-10-19,2024-10-20,CUST-0528,PROD-0013,GEO-0014,65.55,1,0.05,39.51,1,0,20241019,20241020
ORD-2024-13712,2024-10-19,2024-10-21,CUST-0690,PROD-0033,GEO-0020,405.6,3,0.2,131.34,2,0,20241019,20241021
ORD-2024-14201,2024-10-19,2024-10-22,CUST-0789,PROD-0037,GEO-0014,378.0,2,0.1,187.16,3,0,20241019,20241022
ORD-2024-12921,2024-10-20,2024-10-21,CUST-0533,PROD-0047,GEO-0032,72.0,3,0.0,29.7,1,0,20241020,20241021
ORD-2024-13797,2024-10-20,2024-10-23,CUST-0706,PROD-0031,GEO-0014,168.3,2,0.15,65.8,3,0,20241020,20241023
ORD-2024-14018,2024-10-20,2024-10-22,CUST-0753,PROD-0016,GEO-0008,8070.25,5,0.05,3543.81,2,0,20241020,20241022
ORD-2024-14324,2024-10-20,2024-10-22,CUST-0821,PROD-0028,GEO-0017,479.4,1,0.4,22.45,2,0,20241020,20241022
ORD-2024-14427,2024-10-20,2024-10-22,CUST-0844,PROD-0045,GEO-0010,104.5,1,0.05,54.25,2,0,20241020,20241022
ORD-2024-10448,2024-10-21,2024-10-23,CUST-0088,PROD-0015,GEO-0006,89.0,1,0.0,47.39,2,0,20241021,20241023
ORD-2024-11702,2024-10-21,2024-10-25,CUST-0320,PROD-0007,GEO-0004,1998.0,2,0.0,825.08,4,0,20241021,20241025
ORD-2024-13234,2024-10-21,2024-10-23,CUST-0597,PROD-0009,GEO-0008,549.0,1,0.0,224.61,2,0,20241021,20241023
ORD-2024-13984,2024-10-21,2024-10-24,CUST-0747,PROD-0045,GEO-0022,313.5,3,0.05,162.64,3,1,20241021,20241024
ORD-2024-14016,2024-10-21,2024-10-24,CUST-0753,PROD-0055,GEO-0008,97.3,1,0.3,28.3,3,0,20241021,20241024
ORD-2024-10379,2024-10-22,2024-10-25,CUST-0080,PROD-0025,GEO-0002,1557.6,3,0.2,407.09,3,0,20241022,20241025
ORD-2024-10485,2024-10-22,2024-10-24,CUST-0095,PROD-0004,GEO-0017,4176.2,4,0.05,1440.23,2,0,20241022,20241024
ORD-2024-11206,2024-10-22,2024-10-26,CUST-0228,PROD-0039,GEO-0005,51.2,2,0.2,16.46,4,0,20241022,20241026
ORD-2024-11784,2024-10-22,2024-10-24,CUST-0334,PROD-0057,GEO-0032,171.0,4,0.05,80.26,2,0,20241022,20241024
ORD-2024-11877,2024-10-22,2024-10-25,CUST-0353,PROD-0024,GEO-0020,269.1,1,0.1,124.08,3,0,20241022,20241025
ORD-2024-11478,2024-10-23,2024-10-24,CUST-0280,PROD-0008,GEO-0012,1899.0,1,0.0,792.44,1,0,20241023,20241024
ORD-2024-14233,2024-10-23,2024-10-24,CUST-0797,PROD-0039,GEO-0016,28.8,1,0.1,12.4,1,0,20241023,20241024
ORD-2024-13461,2024-10-24,2024-10-29,CUST-0639,PROD-0013,GEO-0018,65.55,1,0.05,37.75,5,0,20241024,20241029
ORD-2024-11631,2024-10-25,2024-10-27,CUST-0311,PROD-0060,GEO-0005,28.0,2,0.0,5.14,2,0,20241025,20241027
ORD-2024-13196,2024-10-25,2024-10-29,CUST-0592,PROD-0042,GEO-0004,49.0,1,0.0,26.07,4,0,20241025,20241029
ORD-2024-10682,2024-10-26,2024-10-29,CUST-0131,PROD-0023,GEO-0009,249.0,1,0.0,123.99,3,0,20241026,20241029
ORD-2024-12519,2024-10-26,2024-10-30,CUST-0461,PROD-0035,GEO-0023,75.0,1,0.0,39.79,4,0,20241026,20241030
ORD-2024-13320,2024-10-26,2024-10-30,CUST-0614,PROD-0030,GEO-0019,160.3,1,0.3,46.39,4,1,20241026,20241030
ORD-2024-14150,2024-10-26,2024-11-01,CUST-0778,PROD-0005,GEO-0007,1710.0,2,0.1,498.17,6,0,20241026,20241101
ORD-2024-10547,2024-10-27,2024-10-31,CUST-0106,PROD-0020,GEO-0018,349.0,1,0.0,185.64,4,0,20241027,20241031
ORD-2024-10794,2024-10-27,2024-10-29,CUST-0150,PROD-0024,GEO-0026,299.0,1,0.0,153.07,2,0,20241027,20241029
ORD-2024-10801,2024-10-27,2024-10-29,CUST-0151,PROD-0024,GEO-0026,598.0,2,0.0,309.52,2,0,20241027,20241029
ORD-2024-12734,2024-10-27,2024-10-29,CUST-0499,PROD-0058,GEO-0028,82.65,3,0.05,27.62,2,0,20241027,20241029
ORD-2024-10718,2024-10-28,2024-11-01,CUST-0138,PROD-0014,GEO-0013,141.55,1,0.05,81.99,4,0,20241028,20241101
ORD-2024-11188,2024-10-28,2024-10-30,CUST-0227,PROD-0043,GEO-0015,212.4,4,0.1,100.02,2,0,20241028,20241030
ORD-2024-11257,2024-10-28,2024-10-29,CUST-0235,PROD-0028,GEO-0023,1598.0,2,0.0,691.61,1,0,20241028,20241029
ORD-2024-11264,2024-10-28,2024-10-30,CUST-0237,PROD-0042,GEO-0018,49.0,1,0.0,27.38,2,0,20241028,20241030
ORD-2024-11308,2024-10-28,2024-11-03,CUST-0244,PROD-0025,GEO-0020,1298.0,2,0.0,526.65,6,0,20241028,20241103
ORD-2024-11527,2024-10-28,2024-10-30,CUST-0292,PROD-0003,GEO-0020,1017.45,3,0.15,336.5,2,0,20241028,20241030
ORD-2024-10045,2024-10-29,2024-10-31,CUST-0009,PROD-0015,GEO-0032,356.0,4,0.0,194.43,2,0,20241029,20241031
ORD-2024-10286,2024-10-29,2024-11-04,CUST-0065,PROD-0048,GEO-0027,98.0,5,0.3,26.71,6,0,20241029,20241104
ORD-2024-11599,2024-10-29,2024-11-03,CUST-0306,PROD-0005,GEO-0027,950.0,1,0.0,345.39,5,0,20241029,20241103
ORD-2024-12274,2024-10-29,2024-11-01,CUST-0418,PROD-0014,GEO-0012,126.65,1,0.15,66.25,3,0,20241029,20241101
ORD-2024-12939,2024-10-29,2024-11-01,CUST-0537,PROD-0046,GEO-0023,61.2,3,0.4,4.66,3,0,20241029,20241101
ORD-2024-13017,2024-10-29,2024-11-01,CUST-0555,PROD-0045,GEO-0022,440.0,4,0.0,245.62,3,0,20241029,20241101
ORD-2024-13221,2024-10-29,2024-11-03,CUST-0595,PROD-0054,GEO-0013,269.1,1,0.1,125.67,5,0,20241029,20241103
ORD-2024-14066,2024-10-29,2024-10-30,CUST-0759,PROD-0054,GEO-0016,897.0,3,0.0,462.27,1,0,20241029,20241030
ORD-2024-14203,2024-10-29,2024-11-01,CUST-0789,PROD-0047,GEO-0014,24.0,1,0.0,11.26,3,0,20241029,20241101
ORD-2024-12317,2024-10-30,2024-11-02,CUST-0424,PROD-0029,GEO-0014,255.2,1,0.2,68.57,3,0,20241030,20241102
ORD-2024-14246,2024-10-30,2024-11-05,CUST-0803,PROD-0029,GEO-0002,606.1,2,0.05,235.71,6,0,20241030,20241105
ORD-2024-10132,2024-10-31,2024-11-03,CUST-0028,PROD-0044,GEO-0016,201.45,3,0.15,92.74,3,0,20241031,20241103
ORD-2024-10374,2024-10-31,2024-11-04,CUST-0079,PROD-0027,GEO-0016,417.0,3,0.0,177.85,4,0,20241031,20241104
ORD-2024-10816,2024-10-31,2024-11-04,CUST-0154,PROD-0014,GEO-0020,134.1,1,0.1,75.51,4,0,20241031,20241104
ORD-2024-11043,2024-10-31,2024-11-03,CUST-0192,PROD-0005,GEO-0002,855.0,1,0.1,248.97,3,0,20241031,20241103
ORD-2024-11522,2024-10-31,2024-11-04,CUST-0291,PROD-0004,GEO-0027,1099.0,1,0.0,412.17,4,1,20241031,20241104
ORD-2024-12664,2024-10-31,2024-11-02,CUST-0486,PROD-0037,GEO-0002,535.5,3,0.15,255.27,2,0,20241031,20241102
ORD-2024-14069,2024-10-31,2024-11-03,CUST-0760,PROD-0003,GEO-0001,399.0,1,0.0,175.38,3,0,20241031,20241103
ORD-2024-14405,2024-10-31,2024-11-04,CUST-0838,PROD-0054,GEO-0010,568.1,2,0.05,274.24,4,0,20241031,20241104
ORD-2024-10786,2024-11-01,2024-11-04,CUST-0150,PROD-0032,GEO-0026,909.15,3,0.05,415.86,3,0,20241101,20241104
ORD-2024-11628,2024-11-01,2024-11-03,CUST-0311,PROD-0044,GEO-0005,165.9,3,0.3,54.24,2,1,20241101,20241103
ORD-2024-11709,2024-11-01,2024-11-06,CUST-0322,PROD-0025,GEO-0025,454.3,1,0.3,70.83,5,0,20241101,20241106
ORD-2024-12082,2024-11-01,2024-11-03,CUST-0390,PROD-0010,GEO-0027,1449.0,1,0.0,595.56,2,0,20241101,20241103
ORD-2024-12394,2024-11-01,2024-11-04,CUST-0437,PROD-0057,GEO-0032,121.5,3,0.1,48.77,3,0,20241101,20241104
ORD-2024-12545,2024-11-01,2024-11-03,CUST-0464,PROD-0016,GEO-0011,1359.2,1,0.2,452.6,2,0,20241101,20241103
ORD-2024-12938,2024-11-01,2024-11-02,CUST-0537,PROD-0048,GEO-0023,19.6,1,0.3,4.58,1,0,20241101,20241102
ORD-2024-13726,2024-11-01,2024-11-03,CUST-0693,PROD-0038,GEO-0004,160.65,1,0.15,62.11,2,0,20241101,20241103
ORD-2024-14222,2024-11-01,2024-11-06,CUST-0794,PROD-0023,GEO-0008,174.3,1,0.3,49.85,5,1,20241101,20241106
ORD-2024-10391,2024-11-02,2024-11-06,CUST-0081,PROD-0032,GEO-0002,287.1,1,0.1,123.83,4,0,20241102,20241106
ORD-2024-10761,2024-11-02,2024-11-05,CUST-0146,PROD-0005,GEO-0006,3562.5,5,0.25,536.19,3,0,20241102,20241105
ORD-2024-10781,2024-11-02,2024-11-04,CUST-0149,PROD-0030,GEO-0030,412.2,2,0.1,179.98,2,0,20241102,20241104
ORD-2024-11328,2024-11-02,2024-11-04,CUST-0251,PROD-0010,GEO-0019,4347.0,3,0.0,1778.76,2,0,20241102,20241104
ORD-2024-10343,2024-11-03,2024-11-05,CUST-0073,PROD-0046,GEO-0029,64.6,2,0.05,22.96,2,1,20241103,20241105
ORD-2024-10567,2024-11-03,2024-11-04,CUST-0110,PROD-0048,GEO-0015,28.0,1,0.0,12.88,1,0,20241103,20241104
ORD-2024-10691,2024-11-03,2024-11-07,CUST-0133,PROD-0022,GEO-0030,394.2,2,0.1,190.28,4,0,20241103,20241107
ORD-2024-13294,2024-11-03,2024-11-06,CUST-0609,PROD-0038,GEO-0014,179.55,1,0.05,81.33,3,0,20241103,20241106
ORD-2024-13821,2024-11-03,2024-11-05,CUST-0710,PROD-0036,GEO-0003,49.0,1,0.0,25.44,2,0,20241103,20241105
ORD-2024-14029,2024-11-03,2024-11-06,CUST-0756,PROD-0043,GEO-0015,118.0,2,0.0,57.01,3,0,20241103,20241106
ORD-2024-10153,2024-11-04,2024-11-08,CUST-0033,PROD-0054,GEO-0026,598.0,2,0.0,310.92,4,0,20241104,20241108
ORD-2024-10524,2024-11-04,2024-11-06,CUST-0104,PROD-0034,GEO-0010,195.0,3,0.0,99.92,2,1,20241104,20241106
ORD-2024-10735,2024-11-04,2024-11-05,CUST-0141,PROD-0037,GEO-0018,756.0,4,0.1,371.75,1,0,20241104,20241105
ORD-2024-10858,2024-11-04,2024-11-05,CUST-0160,PROD-0018,GEO-0031,199.0,1,0.0,85.93,1,0,20241104,20241105
ORD-2024-11041,2024-11-04,2024-11-06,CUST-0192,PROD-0032,GEO-0002,638.0,2,0.0,309.7,2,0,20241104,20241106
ORD-2024-11606,2024-11-04,2024-11-10,CUST-0308,PROD-0031,GEO-0019,99.0,1,0.0,49.04,6,0,20241104,20241110
ORD-2024-13375,2024-11-04,2024-11-06,CUST-0624,PROD-0053,GEO-0031,7.2,1,0.4,-0.88,2,0,20241104,20241106
ORD-2024-11548,2024-11-05,2024-11-08,CUST-0296,PROD-0004,GEO-0017,1044.05,1,0.05,360.45,3,0,20241105,20241108
ORD-2024-12023,2024-11-05,2024-11-11,CUST-0381,PROD-0048,GEO-0027,47.6,2,0.15,13.19,6,0,20241105,20241111
ORD-2024-12058,2024-11-05,2024-11-08,CUST-0386,PROD-0040,GEO-0010,131.1,2,0.05,67.95,3,0,20241105,20241108
ORD-2024-12065,2024-11-05,2024-11-08,CUST-0389,PROD-0041,GEO-0014,117.0,3,0.0,55.11,3,0,20241105,20241108
