Order ID,Order Date,Ship Date,Customer ID,Product ID,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-2023-10610,2023-11-04,2023-11-07,CUST-0122,PROD-0055,Central,Ohio,Columbus,Office Supplies,Appliances,139.0,1,0.0,70.35
ORD-2023-11058,2023-11-04,2023-11-07,CUST-0195,PROD-0053,South ,Georgia,Atlanta,Office Supplies,Binders,34.2,3,0.05,7.56
ORD-2023-13193,2023-11-04,2023-11-06,CUST-0591,PROD-0028,West,California,Los Angeles,Furniture,Tables,1598.0,2,0.0,687.21
ORD-2023-13719,2023-11-04,2023-11-07,CUST-0691,PROD-0024,Central,Michigan,Detroit,Furniture,Chairs,1196.0,4,0.0,612.02
ORD-2023-10069,2023-11-05,2023-11-07,CUST-0016,PROD-0058,East,Massachusetts,Boston,Office Supplies,Fasteners,82.65,3,0.05,29.0
ORD-2023-10889,2023-11-05,2023-11-07,CUST-0164,PROD-0015,East,Massachusetts,Boston,Technology,Accessories,84.55,1,0.05,43.63
ORD-2023-12311,2023-11-05,2023-11-10,CUST-0423,PROD-0042,South,Tennessee,Nashville,Office Supplies,Art,98.0,2,0.0,54.72
ORD-2023-13168,2023-11-05,2023-11-06,CUST-0586,PROD-0012,South,Florida,Orlando,Technology,Accessories,56.05,1,0.05,32.56
ORD-2023-14313,2023-11-05,2023-11-07,CUST-0819,PROD-0016,Central,Minnesota,Minneapolis,Technology,Copiers & Printers,6796.0,4,0.0,3170.99
ORD-2023-12192,2023-11-06,2023-11-11,CUST-0406,PROD-0001,East,Massachusetts,Boston,Technology,Phones,2277.15,3,0.05,912.99
ORD-2023-14251,2023-11-06,2023-11-11,CUST-0804,PROD-0057,West,Oregon,Portland,Office Supplies,Appliances,72.0,2,0.2,25.88
ORD-2023-10428,2023-11-07,2023-11-08,CUST-0087,PROD-0001,South,Florida,Tampa,Technology,Phones,1598.0,2,0.0,685.68
ORD-2023-12375,2023-11-07,2023-11-09,CUST-0435,PROD-0054,Central,Texas,San Antonio,Office Supplies,Appliances,284.05,1,0.05,137.13
ORD-2023-13964,2023-11-07,2023-11-08,CUST-0744,PROD-0030,West,California,San Francisco,Furniture,Bookcases,229.0,1,0.0,114.55
ORD-2023-14330,2023-11-07,2023-11-10,CUST-0822,PROD-0035,South,Virginia,Richmond,Furniture,Furnishings,142.5,2,0.05,69.37
ORD-2023-13486,2023-11-08,2023-11-13,CUST-0642,PROD-0042,South,Florida,Miami,Office Supplies,Art,49.0,1,0.0,24.65
ORD-2023-12367,2023-11-09,2023-11-12,CUST-0433,PROD-0039,Central,Illinois,Chicago,Office Supplies,Storage,27.2,1,0.15,10.27
ORD-2023-12445,2023-11-09,2023-11-11,CUST-0452,PROD-0054,West,Washington,Seattle,Office Supplies,Appliances,598.0,2,0.0,307.72
ORD-2023-12427,2023-11-10,2023-11-12,CUST-0445,PROD-0041,Central,Ohio,Cleveland,Office Supplies,Storage,70.2,2,0.1,27.95
ORD-2023-13250,2023-11-10,2023-11-14,CUST-0598,PROD-0008,Central,Texas,Austin,Technology,Laptops,1899.0,1,0.0,795.75
ORD-2023-13573,2023-11-10,2023-11-11,CUST-0659,PROD-0023,West,Colorado,Denver,Furniture,Chairs,473.1,2,0.05,222.83
ORD-2023-13942,2023-11-10,2023-11-13,CUST-0738,PROD-0005,South,Virginia,Richmond,Technology,Phones,2707.5,3,0.05,886.51
ORD-2023-12294,2023-11-11,2023-11-13,CUST-0421,PROD-0026,Central,Texas,Houston,Furniture,Tables,3792.4,8,0.05,1522.41
ORD-2023-12339,2023-11-11,2023-11-14,CUST-0427,PROD-0031,West,California,San Diego,Furniture,Bookcases,84.15,1,0.15,34.87
ORD-2023-13529,2023-11-11,2023-11-12,CUST-0649,PROD-0042,Central,Texas,Austin,Office Supplies,Art,196.0,5,0.2,76.14
ORD-2023-14409,2023-11-11,2023-11-13,CUST-0839,PROD-0046,South,Virginia,Richmond,Office Supplies,Paper,68.0,2,0.0,29.0
ORD-2023-10857,2023-11-12,2023-11-14,CUST-0160,PROD-0004,East,Pennsylvania,Pittsburgh,Technology,Phones,4176.2,4,0.05,1440.16
ORD-2023-12663,2023-11-13,2023-11-19,CUST-0485,PROD-0003,Central,Texas,San Antonio,Technology,Phones,379.05,1,0.05,154.24
ORD-2023-13054,2023-11-13,2023-11-15,CUST-0565,PROD-0040,West,Washington,Spokane,Office Supplies,Storage,69.0,1,0.0,34.03
ORD-2023-13780,2023-11-13,2023-11-16,CUST-0703,PROD-0005,East,Massachusetts,Boston,Technology,Phones,950.0,1,0.0,345.06
ORD-2023-11109,2023-11-14,2023-11-15,CUST-0206,PROD-0039,West,Nevada,Las Vegas,Office Supplies,Storage,57.6,2,0.1,24.67
ORD-2023-11287,2023-11-14,2023-11-16,CUST-0240,PROD-0039,West,Nevada,Las Vegas,Office Supplies,Storage,19.2,1,0.4,4.09
ORD-2023-11473,2023-11-14,2023-11-17,CUST-0279,PROD-0052,South,North Carolina,Charlotte,Office Supplies,Binders,36.1,2,0.05,8.19
ORD-2023-12498,2023-11-14,2023-11-17,CUST-0457,PROD-0011,Central,Ohio,Columbus,Technology,Accessories,258.0,2,0.0,161.61
ORD-2023-10906,2023-11-15,2023-11-18,CUST-0166,PROD-0014,West,Washington,Seattle,Technology,Accessories,298.0,2,0.0,175.34
ORD-2023-13396,2023-11-15,2023-11-18,CUST-0625,PROD-0057,West,Washington,Seattle,Office Supplies,Appliances,180.0,5,0.2,68.61
ORD-2023-10143,2023-11-16,2023-11-21,CUST-0031,PROD-0030,Central,Ohio,Cleveland,Furniture,Bookcases,618.3,3,0.1,270.63
ORD-2023-11909,2023-11-16,2023-11-20,CUST-0360,PROD-0006,South,Virginia,Richmond,technology,Laptops,1234.05,1,0.05,479.52
ORD-2023-12459,2023-11-16,2023-11-18,CUST-0454,PROD-0006,South,Florida,Orlando,Technology,Laptops,12990.0,10,0.0,5443.94
ORD-2023-10228,2023-11-17,2023-11-20,CUST-0052,PROD-0006,South,Virginia,Richmond,technology,Laptops,2338.2,2,0.1,829.42
ORD-2023-12440,2023-11-17,2023-11-18,CUST-0451,PROD-0057,South,Florida,Miami,Office Supplies,Appliances,45.0,1,0.0,20.15
ORD-2023-13718,2023-11-17,2023-11-23,CUST-0691,PROD-0060,Central ,Michigan,Detroit,Office Supplies,Fasteners,35.7,3,0.15,0.97
ORD-2023-10470,2023-11-18,2023-11-19,CUST-0092,PROD-0007,Central,Minnesota,Minneapolis,Technology,Laptops,999.0,1,0.0,413.03
ORD-2023-11028,2023-11-18,2023-11-19,CUST-0191,PROD-0003,Central,Texas,San Antonio,Technology,Phones,399.0,1,0.0,174.48
ORD-2023-14331,2023-11-18,2023-11-21,CUST-0822,PROD-0044,South,Virginia,Richmond,Office Supplies,Art,134.3,2,0.15,59.49
ORD-2023-10150,2023-11-19,2023-11-20,CUST-0033,PROD-0042,West,Arizona,Phoenix,Office Supplies,Art,49.0,1,0.0,27.87
ORD-2023-10634,2023-11-19,2023-11-22,CUST-0124,PROD-0013,West,Nevada,Las Vegas,Technology,Accessories,69.0,1,0.0,43.34
ORD-2023-10832,2023-11-19,2023-11-21,CUST-0156,PROD-0057,East,New Jersey,Newark,Office Supplies,Appliances,135.0,3,0.0,61.95
ORD-2023-10987,2023-11-19,2023-11-23,CUST-0182,PROD-0029,East,New Jersey,Newark,Furniture,Tables,319.0,1,0.0,133.85
ORD-2023-12702,2023-11-19,2023-11-24,CUST-0493,PROD-0025,West,California,San Jose,Furniture,Tables,5192.0,8,0.0,2106.66
ORD-2023-10046,2023-11-20,2023-11-23,CUST-0009,PROD-0051,Central,Minnesota,Minneapolis,Office Supplies,Binders,17.1,1,0.05,6.02
ORD-2023-12947,2023-11-20,2023-11-22,CUST-0540,PROD-0049,Central,Texas,Dallas,Office Supplies,Paper,22.0,1,0.0,8.49
ORD-2023-13872,2023-11-21,2023-11-28,CUST-0724,PROD-0054,West,Nevada,Las Vegas,Office Supplies,Appliances,568.1,2,0.05,279.3
ORD-2023-10434,2023-11-22,2023-11-24,CUST-0087,PROD-0011,South,Florida,Tampa,Technology,Accessories,109.65,1,0.15,58.01
ORD-2023-10793,2023-11-22,2023-11-25,CUST-0150,PROD-0024,West,Arizona,Phoenix,Furniture,Chairs,358.8,2,0.4,66.09
ORD-2023-13525,2023-11-22,2023-11-24,CUST-0647,PROD-0019,South,Florida,Orlando,Technology,Copiers & Printers,3290.0,10,0.0,1429.3
ORD-2023-13710,2023-11-22,2023-11-29,CUST-0689,PROD-0018,West,Nevada,Las Vegas,Technology,Copiers & Printers,636.8,4,0.2,175.96
ORD-2023-11008,2023-11-23,2023-11-26,CUST-0189,PROD-0003,South,Virginia,Richmond,Technology,Phones,678.3,2,0.15,229.57
ORD-2023-12732,2023-11-23,2023-11-28,CUST-0499,PROD-0043,East,New York,Buffalo,Office Supplies,Art,59.0,1,0.0,28.72
ORD-2023-12751,2023-11-23,2023-11-26,CUST-0501,PROD-0037,Central,Ohio,Columbus,furniture,Furnishings,798.0,4,0.05,414.46
ORD-2023-14258,2023-11-23,2023-11-25,CUST-0806,PROD-0007,West,California,San Diego,Technology,Laptops,1998.0,2,0.0,829.17
ORD-2023-10298,2023-11-24,2023-11-27,CUST-0065,PROD-0059,Central,Texas,Austin,Office Supplies,Fasteners,18.7,2,0.15,3.78
ORD-2023-12765,2023-11-24,2023-11-29,CUST-0505,PROD-0027,South,Tennessee,Nashville,Furniture,Tables,236.3,2,0.15,79.26
ORD-2023-11278,2023-11-25,2023-12-02,CUST-0240,PROD-0002,West,Nevada,Las Vegas,Technology,Phones,1798.0,2,0.0,748.68
ORD-2023-11396,2023-11-25,2023-11-28,CUST-0264,PROD-0029,Central,Texas,Houston,Furniture,Tables,478.5,3,0.5,-75.67
ORD-2023-11469,2023-11-25,2023-11-27,CUST-0278,PROD-0055,Central,Ohio,Columbus,Office Supplies,Appliances,139.0,1,0.0,70.86
ORD-2023-10916,2023-11-26,2023-11-29,CUST-0168,PROD-0036,South,Florida,Miami,Furniture,Furnishings,139.65,3,0.05,61.07
ORD-2023-12084,2023-11-26,2023-11-27,CUST-0391,PROD-0052,South,North Carolina,Charlotte,Office Supplies,Binders,16.15,1,0.15,6.12
ORD-2023-12883,2023-11-26,2023-11-30,CUST-0523,PROD-0049,West,Washington,Spokane,Office Supplies,Paper,66.0,3,0.0,32.69
ORD-2023-13271,2023-11-26,2023-11-28,CUST-0604,PROD-0060,Central,Michigan,Detroit,Office Supplies,Fasteners,42.0,3,0.0,8.89
ORD-2023-13615,2023-11-26,2023-11-28,CUST-0668,PROD-0024,South,Georgia,Atlanta,Furniture,Chairs,598.0,2,0.0,307.22
ORD-2023-14444,2023-11-27,2023-11-29,CUST-0846,PROD-0028,East,Pennsylvania,Pittsburgh,Furniture,Tables,479.4,1,0.4,23.16
ORD-2023-10755,2023-11-28,2023-12-01,CUST-0146,PROD-0012,East,Pennsylvania,Philadelphia,Technology,Accessories,106.2,2,0.1,59.56
ORD-2023-10912,2023-11-28,2023-12-01,CUST-0168,PROD-0048,South,Florida,Miami,Office Supplies,Paper,23.8,1,0.15,6.18
ORD-2023-10986,2023-11-28,2023-12-04,CUST-0182,PROD-0007,East,New Jersey,Newark,Technology,Laptops,3396.6,4,0.15,1055.0
ORD-2023-11708,2023-11-28,2023-11-30,CUST-0322,PROD-0022,West,California,San Francisco,Furniture,Chairs,1040.25,5,0.05,531.67
ORD-2023-12641,2023-11-28,2023-12-02,CUST-0483,PROD-0027,Central,Texas,Austin,Furniture,Tables,291.9,3,0.3,49.11
ORD-2023-10976,2023-11-29,2023-12-01,CUST-0181,PROD-0038,West,Arizona,Phoenix,Office Supplies,Storage,94.5,1,0.5,-4.19
ORD-2023-10980,2023-11-29,2023-12-01,CUST-0181,PROD-0008,West,Arizona,Phoenix,Technology,Laptops,5697.0,3,0.0,2387.24
ORD-2023-13855,2023-11-29,2023-12-01,CUST-0718,PROD-0057,East,Massachusetts,Boston,Office Supplies,Appliances,90.0,2,0.0,44.13
ORD-2023-10921,2023-11-30,2023-12-02,CUST-0168,PROD-0015,South,Florida,Miami,Technology,Accessories,178.0,2,0.0,100.69
ORD-2023-12298,2023-12-01,2023-12-05,CUST-0422,PROD-0022,East,Massachusetts,Boston,Furniture,Chairs,416.1,2,0.05,215.53
ORD-2023-12614,2023-12-01,2023-12-03,CUST-0475,PROD-0010,Central,Illinois,Chicago,Technology,Laptops,7245.0,5,0.0,2964.36
ORD-2023-13489,2023-12-02,2023-12-04,CUST-0642,PROD-0031,South,Florida,Miami,Furniture,Bookcases,198.0,2,0.0,95.97
ORD-2023-13734,2023-12-02,2023-12-05,CUST-0694,PROD-0006,Central,Texas,Dallas,Technology,Laptops,4676.4,4,0.1,1659.19
ORD-2023-14387,2023-12-02,2023-12-03,CUST-0836,PROD-0007,South,Florida,Miami,Technology,Laptops,2997.0,3,0.0,1247.99
ORD-2023-10097,2023-12-03,2023-12-06,CUST-0022,PROD-0021,West,Colorado,Denver,Furniture,Chairs,1197.0,3,0.0,608.02
ORD-2023-10741,2023-12-03,2023-12-04,CUST-0142,PROD-0009,West,California,San Francisco,Technology,Laptops,549.0,1,0.0,224.74
ORD-2023-13890,2023-12-03,2023-12-06,CUST-0729,PROD-0008,Central,Texas,San Antonio,Technology,Laptops,1804.05,1,0.05,699.05
ORD-2023-10433,2023-12-04,2023-12-06,CUST-0087,PROD-0045,South,Florida,Tampa,Office Supplies,Art,836.0,8,0.05,441.4
ORD-2023-10477,2023-12-04,2023-12-07,CUST-0095,PROD-0001,South,Tennessee,Nashville,Technology,Phones,799.0,1,0.0,345.74
ORD-2023-10892,2023-12-05,2023-12-06,CUST-0164,PROD-0037,East,Massachusetts,Boston,Furniture,Furnishings,420.0,2,0.0,227.62
ORD-2023-10897,2023-12-05,2023-12-08,CUST-0165,PROD-0049,East,Massachusetts,Boston,Office Supplies,Paper,44.0,2,0.0,15.96
ORD-2023-13505,2023-12-05,2023-12-08,CUST-0644,PROD-0031,Central,Ohio,Cleveland,Furniture,Bookcases,396.0,4,0.0,192.88
ORD-2023-13902,2023-12-05,2023-12-08,CUST-0732,PROD-0026,West,Oregon,Portland,Furniture,Tables,499.0,1,0.0,212.99
ORD-2023-14308,2023-12-05,2023-12-08,CUST-0817,PROD-0043,East,Massachusetts,Boston,Office Supplies,Art,177.0,3,0.0,91.91
ORD-2023-10211,2023-12-06,2023-12-07,CUST-0048,PROD-0032,West,California,Los Angeles,Furniture,Bookcases,271.15,1,0.15,104.42
ORD-2023-10163,2023-12-07,2023-12-09,CUST-0035,PROD-0002,East,Pennsylvania,Philadelphia,Technology,Phones,899.0,1,0.0,373.86
ORD-2023-10397,2023-12-07,2023-12-09,CUST-0082,PROD-0046,Central,Texas,Houston,Office Supplies,Paper,96.9,3,0.05,44.88
ORD-2023-10621,2023-12-07,2023-12-10,CUST-0123,PROD-0033,West,California,San Diego,Furniture,Bookcases,202.8,2,0.4,18.87
ORD-2023-11022,2023-12-07,2023-12-10,CUST-0191,PROD-0052,Central,Texas,San Antonio,Office Supplies,Binders,19.0,1,0.0,7.13
ORD-2023-12544,2023-12-07,2023-12-12,CUST-0464,PROD-0056,West,California,San Jose,Office Supplies,Appliances,458.0,2,0.0,228.94
ORD-2023-10322,2023-12-08,2023-12-12,CUST-0070,PROD-0009,Central,Illinois,Chicago,Technology,Laptops,549.0,1,0.0,224.78
ORD-2023-10977,2023-12-08,2023-12-10,CUST-0181,PROD-0046,West,Arizona,Phoenix,Office Supplies,Paper,30.6,1,0.1,13.34
ORD-2023-12744,2023-12-08,2023-12-13,CUST-0499,PROD-0023,East,New York,Buffalo,furniture,Chairs,709.65,3,0.05,331.08
ORD-2023-14100,2023-12-08,2023-12-09,CUST-0764,PROD-0047,East,Pennsylvania,Philadelphia,Office Supplies,Paper,20.4,1,0.15,6.75
ORD-2023-13856,2023-12-09,2023-12-13,CUST-0719,PROD-0038,West,Oregon,Portland,Office Supplies,Storage,567.0,3,0.0,268.47
ORD-2023-10717,2023-12-10,2023-12-12,CUST-0138,PROD-0009,South,Virginia,Richmond,Technology,Laptops,1043.1,2,0.05,394.88
ORD-2023-11582,2023-12-11,2023-12-13,CUST-0304,PROD-0055,Central,Minnesota,Minneapolis,Office Supplies,Appliances,250.2,2,0.1,113.67
ORD-2023-11650,2023-12-11,2023-12-13,CUST-0315,PROD-0041,East,New York,New York City,Office Supplies,Storage,33.15,1,0.15,11.39
ORD-2023-12890,2023-12-11,2023-12-14,CUST-0524,PROD-0001,South,Florida,Orlando,Technology,Phones,2397.0,3,0.0,1036.29
ORD-2023-13194,2023-12-11,2023-12-12,CUST-0591,PROD-0012,West,California,Los Angeles,Technology,Accessories,118.0,2,0.0,69.16
ORD-2023-10394,2023-12-12,2023-12-16,CUST-0082,PROD-0046,Central,Texas,Houston,Office Supplies,Paper,32.3,1,0.05,12.21
ORD-2023-12651,2023-12-12,2023-12-13,CUST-0484,PROD-0004,South,North Carolina,Charlotte,Technology,Phones,4176.2,4,0.05,1440.85
ORD-2023-10513,2023-12-13,2023-12-15,CUST-0100,PROD-0043,West,California,Los Angeles,Office Supplies,Art,118.0,2,0.0,56.05
ORD-2023-11450,2023-12-13,2023-12-14,CUST-0276,PROD-0029,West,Colorado,Denver,Furniture,Tables,909.15,3,0.05,356.32
ORD-2023-12162,2023-12-13,2023-12-14,CUST-0401,PROD-0055,West,Arizona,Phoenix,Office Supplies,Appliances,417.0,3,0.0,202.26
ORD-2023-12628,2023-12-13,2023-12-14,CUST-0480,PROD-0012,East,Pennsylvania,Philadelphia,Technology,Accessories,53.1,1,0.1,28.37
ORD-2023-11733,2023-12-15,2023-12-16,CUST-0327,PROD-0010,Central,Texas,Dallas,Technology,Laptops,1376.55,1,0.05,521.7
ORD-2023-11752,2023-12-15,2023-12-20,CUST-0330,PROD-0041,East,New Jersey,Newark,Office Supplies,Storage,140.4,4,0.1,64.15
ORD-2023-12662,2023-12-15,2023-12-17,CUST-0485,PROD-0021,Central,Texas,San Antonio,Furniture,Chairs,798.0,2,0.0,410.67
ORD-2023-13835,2023-12-15,2023-12-18,CUST-0712,PROD-0041,Central,Ohio,Cleveland,Office Supplies,Storage,23.4,1,0.4,3.74
ORD-2023-10928,2023-12-16,2023-12-20,CUST-0170,PROD-0012,Central,Illinois,Chicago,Technology,Accessories,118.0,2,0.0,74.75
ORD-2023-12260,2023-12-16,2023-12-17,CUST-0417,PROD-0034,Central,Texas,Houston,Furniture,Furnishings,65.0,1,0.0,36.57
ORD-2023-14263,2023-12-16,2023-12-18,CUST-0807,PROD-0021,East,New York,New York City,Furniture,Chairs,558.6,2,0.3,165.21
ORD-2023-10257,2023-12-17,2023-12-22,CUST-0059,PROD-0010,Central,Illinois,Chicago,Technology,Laptops,1376.55,1,0.05,519.65
ORD-2023-11176,2023-12-17,2023-12-22,CUST-0224,PROD-0022,Central,Ohio,Cleveland,Furniture,Chairs,131.4,1,0.4,33.07
ORD-2023-11460,2023-12-17,2023-12-19,CUST-0276,PROD-0038,West,Colorado,Denver,Office Supplies,Storage,396.9,3,0.3,96.51
ORD-2023-14348,2023-12-17,2023-12-20,CUST-0824,PROD-0053,South,Florida,Miami,Office Supplies,Binders,12.0,1,0.0,1.49
ORD-2023-12643,2023-12-18,2023-12-21,CUST-0483,PROD-0060,Central,Texas,Austin,Office Supplies,Fasteners,13.3,1,0.05,1.33
ORD-2023-12712,2023-12-18,2023-12-23,CUST-0496,PROD-0010,West,California,San Francisco,Technology,Laptops,5506.2,4,0.05,2087.76
ORD-2023-13526,2023-12-18,2023-12-24,CUST-0648,PROD-0011,West,California,Los Angeles,Technology,Accessories,129.0,1,0.0,77.5
ORD-2023-10797,2023-12-19,2023-12-22,CUST-0150,PROD-0049,West,Arizona,Phoenix,Office Supplies,Paper,66.0,3,0.0,24.09
ORD-2023-13009,2023-12-19,2023-12-23,CUST-0554,PROD-0032,South,Georgia,Atlanta,Furniture,Bookcases,1595.0,5,0.0,765.66
ORD-2023-10208,2023-12-20,2023-12-21,CUST-0048,PROD-0050,West,California,Los Angeles,Office Supplies,Binders,42.0,1,0.0,19.02
ORD-2023-11130,2023-12-20,2023-12-22,CUST-0208,PROD-0018,East,New York,New York City,Technology,Copiers & Printers,199.0,1,0.0,82.07
ORD-2023-11971,2023-12-20,2023-12-25,CUST-0372,PROD-0047,West ,California,San Jose,Office Supplies,Paper,120.0,5,0.0,53.99
ORD-2023-12988,2023-12-20,2023-12-21,CUST-0551,PROD-0053,South,Florida,Orlando,Office Supplies,Binders,10.2,1,0.15,2.91
ORD-2023-12160,2023-12-21,2023-12-24,CUST-0401,PROD-0060,West,Arizona,Phoenix,Office Supplies,Fasteners,11.2,1,0.2,2.6
ORD-2023-13098,2023-12-21,2023-12-27,CUST-0571,PROD-0021,South,Virginia,Richmond,Furniture,Chairs,399.0,1,0.0,205.2
ORD-2023-13430,2023-12-21,2023-12-23,CUST-0632,PROD-0022,South,Florida,Tampa,Furniture,Chairs,525.6,3,0.2,221.75
ORD-2023-13938,2023-12-21,2023-12-25,CUST-0737,PROD-0037,West,California,San Francisco,Furniture,Furnishings,420.0,2,0.0,226.06
ORD-2023-10591,2023-12-22,2023-12-24,CUST-0116,PROD-0010,South,North Carolina,Charlotte,Technology,Laptops,1449.0,1,0.0,592.31
ORD-2023-10633,2023-12-22,2023-12-25,CUST-0124,PROD-0017,West,Nevada,Las Vegas,Technology,Copiers & Printers,1398.0,2,0.0,628.4
ORD-2023-11027,2023-12-22,2023-12-25,CUST-0191,PROD-0040,Central,Texas,San Antonio,Office Supplies,Storage,58.65,1,0.15,25.14
ORD-2023-10237,2023-12-23,2023-12-27,CUST-0054,PROD-0041,Central,Texas,San Antonio,Office Supplies,Storage,117.0,5,0.4,15.44
ORD-2023-11800,2023-12-23,2023-12-24,CUST-0339,PROD-0041,East,Pennsylvania,Philadelphia,Office Supplies,Storage,27.3,1,0.3,9.25
ORD-2023-12760,2023-12-23,2023-12-26,CUST-0504,PROD-0059,West,California,San Diego,Office Supplies,Fasteners,17.6,2,0.2,-0.53
ORD-2023-14327,2023-12-23,2023-12-25,CUST-0822,PROD-0030,South,Virginia,Richmond,Furniture,Bookcases,687.0,3,0.0,342.3
ORD-2023-10122,2023-12-24,2023-12-27,CUST-0028,PROD-0010,West,Oregon,Portland,Technology,Laptops,5216.4,4,0.1,1804.18
ORD-2023-10486,2023-12-24,2023-12-25,CUST-0095,PROD-0056,South,Tennessee,Nashville,Office Supplies,Appliances,320.6,2,0.3,94.18
ORD-2023-11195,2023-12-24,2023-12-27,CUST-0227,PROD-0035,South,North Carolina,Charlotte,Furniture,Furnishings,150.0,2,0.0,83.07
ORD-2023-11930,2023-12-24,2023-12-26,CUST-0362,PROD-0003,Central,Texas,San Antonio,Technology,Phones,758.1,2,0.05,305.4
ORD-2023-13501,2023-12-24,2023-12-26,CUST-0643,PROD-0021,Central,Texas,Austin,Furniture,Chairs,1017.45,3,0.15,428.23
ORD-2023-11982,2023-12-25,2023-12-26,CUST-0373,PROD-0037,East,New York,New York City,Furniture,Furnishings,630.0,3,0.0,350.46
ORD-2023-12309,2023-12-25,2023-12-27,CUST-0423,PROD-0022,South,Tennessee,Nashville,Furniture,Chairs,657.0,3,0.0,355.14
ORD-2023-13992,2023-12-25,2023-12-30,CUST-0749,PROD-0031,Central,Ohio,Columbus,Furniture,Bookcases,99.0,1,0.0,47.05
ORD-2023-11875,2023-12-26,2023-12-28,CUST-0353,PROD-0042,West,Washington,Seattle,Office Supplies,Art,34.3,1,0.3,11.05
ORD-2023-12689,2023-12-26,2023-12-28,CUST-0491,PROD-0019,South,Virginia,Richmond,Technology,Copiers & Printers,263.2,1,0.2,78.77
ORD-2023-10527,2023-12-27,2023-12-28,CUST-0104,PROD-0047,South,Georgia,Atlanta,Office Supplies,Paper,96.0,4,0.0,35.43
ORD-2023-11453,2023-12-27,2023-12-28,CUST-0276,PROD-0045,West,Colorado,Denver,Office Supplies,Art,550.0,5,0.0,292.89
ORD-2023-12257,2023-12-27,2023-12-30,CUST-0417,PROD-0018,Central,Texas,Houston,Technology,Copiers & Printers,995.0,5,0.0,420.3
ORD-2023-12381,2023-12-27,2023-12-31,CUST-0435,PROD-0003,Central,Texas,San Antonio,Technology,Phones,379.05,1,0.05,155.82
ORD-2023-10102,2023-12-28,2023-12-30,CUST-0022,PROD-0003,West,Colorado,Denver,Technology,Phones,718.2,2,0.1,266.94
ORD-2023-10661,2023-12-28,2023-12-30,CUST-0129,PROD-0053,East,New Jersey,Newark,Office Supplies,Binders,33.6,4,0.3,-2.89
ORD-2023-11301,2023-12-28,2023-12-30,CUST-0243,PROD-0043,West,California,San Jose,Office Supplies,Art,94.4,2,0.2,35.2
ORD-2023-13391,2023-12-28,2023-12-31,CUST-0625,PROD-0012,West,Washington,Seattle,Technology,Accessories,50.15,1,0.15,27.58
ORD-2023-14095,2023-12-28,2024-01-04,CUST-0764,PROD-0017,East,Pennsylvania,Philadelphia,Technology,Copiers & Printers,699.0,1,0.0,314.25
ORD-2023-10765,2023-12-29,2024-01-01,CUST-0146,PROD-0059,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,10.45,1,0.05,2.53
ORD-2023-13136,2023-12-29,2024-01-02,CUST-0581,PROD-0041,East,New Jersey,Newark,Office Supplies,Storage,198.9,6,0.15,84.51
ORD-2023-11276,2023-12-30,2024-01-01,CUST-0240,PROD-0003,West,Nevada,Las Vegas,Technology,Phones,957.6,3,0.2,277.58
ORD-2023-13496,2023-12-30,2024-01-01,CUST-0643,PROD-0025,Central,Texas,Austin,Furniture,Tables,649.0,1,0.0,264.76
ORD-2023-10767,2023-12-31,2024-01-03,CUST-0146,PROD-0010,East,Pennsylvania,Philadelphia,Technology,Laptops,2753.1,2,0.05,1040.92
ORD-2024-10255,2024-01-03,2024-01-04,CUST-0059,PROD-0021,Central,Illinois,Chicago,Furniture,Chairs,798.0,2,0.0,409.04
ORD-2024-12061,2024-01-03,2024-01-07,CUST-0388,PROD-0022,East,New York,New York City,Furniture,Chairs,624.15,3,0.05,321.32
ORD-2024-12287,2024-01-03,2024-01-07,CUST-0421,PROD-0006,Central,Texas,Houston,Technology,Laptops,1299.0,1,0.0,543.81
ORD-2024-10209,2024-01-04,2024-01-05,CUST-0048,PROD-0060,West,California,Los Angeles,Office Supplies,Fasteners,14.0,1,0.0,3.42
ORD-2024-13580,2024-01-04,2024-01-10,CUST-0660,PROD-0023,West,California,San Diego,Furniture,Chairs,199.2,1,0.2,74.03
ORD-2024-13259,2024-01-05,2024-01-06,CUST-0600,PROD-0027,East,New York,New York City,Furniture,Tables,83.4,1,0.4,2.18
ORD-2024-10212,2024-01-07,2024-01-09,CUST-0048,PROD-0026,West,California,Los Angeles,Furniture,Tables,898.2,2,0.1,324.68
ORD-2024-12750,2024-01-07,2024-01-11,CUST-0500,PROD-0013,East,New Jersey,Newark,Technology,Accessories,69.0,1,0.0,40.89
ORD-2024-13588,2024-01-07,2024-01-11,CUST-0661,PROD-0016,East,New Jersey,Newark,Technology,Copiers & Printers,2888.3,2,0.15,1078.52
ORD-2024-10186,2024-01-10,2024-01-13,CUST-0039,PROD-0004,West,California,San Diego,Technology,Phones,1044.05,1,0.05,357.14
ORD-2024-10227,2024-01-10,2024-01-12,CUST-0052,PROD-0029,South,Virginia,Richmond,Furniture,Tables,191.4,1,0.4,5.96
ORD-2024-12675,2024-01-10,2024-01-15,CUST-0489,PROD-0022,Central,Michigan,Detroit,Furniture,Chairs,985.5,5,0.1,490.87
ORD-2024-11799,2024-01-11,2024-01-14,CUST-0339,PROD-0042,East,Pennsylvania,Philadelphia,Office Supplies,Art,49.0,1,0.0,26.0
